;Ticker;Name;Sector;Industry
213;X;UNITED STATES STEEL CORPORATION;;
494;X;UNITED STATES STEEL CORPORATION COMMON STOCK;BASIC INDUSTRIES;STEEL/IRON ORE
464;XEC;CIMAREX ENERGY CO COMMON STOCK;ENERGY;OIL & GAS PRODUCTION
214;XEL;XCEL ENERGY INC.;;
844;XHR;XENIA HOTELS & RESORTS INC. COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
10;XOM;EXXON MOBIL CORPORATION COMMON STOCK;ENERGY;INTEGRATED OIL COMPANIES
215;XOM;EXXON MOBIL CORPORATION;;
216;XP;XP INC.;;
217;XPEV;XPENG INC.;;
284;XPO;XPO LOGISTICS INC.;TRANSPORTATION;OIL REFINING/MARKETING
605;XRX;XEROX HOLDINGS CORPORATION COMMON STOCK;TECHNOLOGY;EDP SERVICES
232;XYL;XYLEM INC. COMMON STOCK NEW;CAPITAL GOODS;FLUID CONTROLS
403;Y;ALLEGHANY CORPORATION COMMON STOCK;FINANCE;PROPERTY-CASUALTY INSURERS
749;YELP;YELP INC. COMMON STOCK;TECHNOLOGY;INTERNET AND INFORMATION SERVICES
448;YETI;YETI HOLDINGS INC. COMMON STOCK;CONSUMER SERVICES;MOVIES/ENTERTAINMENT
151;YUM;YUM! BRANDS INC.;CONSUMER SERVICES;RESTAURANTS
188;YUMC;YUM CHINA HOLDINGS INC. COMMON STOCK;CONSUMER SERVICES;RESTAURANTS
155;ZBH;ZIMMER BIOMET HOLDINGS INC. COMMON STOCK;HEALTH CARE;INDUSTRIAL SPECIALTIES
218;ZNGA;ZYNGA INC.;;
60;ZTS;ZOETIS INC. CLASS A COMMON STOCK;HEALTH CARE;MAJOR PHARMACEUTICALS
